,Mapa,Cve_Ent,Nom_Ent,Nom_Abr,Cve_Mun,Nom_Mun,clave
109091,120300001,12,Guerrero,Gro.,30,Florencio Villarreal,12_30
109149,120310001,12,Guerrero,Gro.,31,General Canuto A. Neri,12_31
109214,120320001,12,Guerrero,Gro.,32,General Heliodoro Castillo,12_32
109524,120330001,12,Guerrero,Gro.,33,Huamuxtitlán,12_33
109553,120340001,12,Guerrero,Gro.,34,Huitzuco de los Figueroa,12_34
109632,120350001,12,Guerrero,Gro.,35,Iguala de la Independencia,12_35
109716,120360001,12,Guerrero,Gro.,36,Igualapa,12_36
109736,120370001,12,Guerrero,Gro.,37,Ixcateopan de Cuauhtémoc,12_37
109768,120380001,12,Guerrero,Gro.,38,Zihuatanejo de Azueta,12_38
110048,120390001,12,Guerrero,Gro.,39,Juan R. Escudero,12_39
110093,120400001,12,Guerrero,Gro.,40,Leonardo Bravo,12_40
110137,120410001,12,Guerrero,Gro.,41,Malinaltepec,12_41
110276,120420001,12,Guerrero,Gro.,42,Mártir de Cuilapan,12_42
110296,120430001,12,Guerrero,Gro.,43,Metlatónoc,12_43
110389,120440001,12,Guerrero,Gro.,44,Mochitlán,12_44
110434,120450001,12,Guerrero,Gro.,45,Olinalá,12_45
110674,120460001,12,Guerrero,Gro.,46,Ometepec,12_46
110837,120470001,12,Guerrero,Gro.,47,Pedro Ascencio Alquisiras,12_47
110927,120480001,12,Guerrero,Gro.,48,Petatlán,12_48
111329,120490001,12,Guerrero,Gro.,49,Pilcaya,12_49
111372,120500001,12,Guerrero,Gro.,50,Pungarabato,12_50
111404,120510001,12,Guerrero,Gro.,51,Quechultenango,12_51
111495,120520001,12,Guerrero,Gro.,52,San Luis Acatlán,12_52
111613,120530001,12,Guerrero,Gro.,53,San Marcos,12_53
111757,120540001,12,Guerrero,Gro.,54,San Miguel Totolapan,12_54
111986,120550001,12,Guerrero,Gro.,55,Taxco de Alarcón,12_55
112125,120560001,12,Guerrero,Gro.,56,Tecoanapa,12_56
112196,120570001,12,Guerrero,Gro.,57,Técpan de Galeana,12_57
112721,120580001,12,Guerrero,Gro.,58,Teloloapan,12_58
112939,120590001,12,Guerrero,Gro.,59,Tepecoacuilco de Trujano,12_59
112999,120600001,12,Guerrero,Gro.,60,Tetipac,12_60
113053,120610001,12,Guerrero,Gro.,61,Tixtla de Guerrero,12_61
113112,120620001,12,Guerrero,Gro.,62,Tlacoachistlahuaca,12_62
113192,120630001,12,Guerrero,Gro.,63,Tlacoapa,12_63
113256,120640001,12,Guerrero,Gro.,64,Tlalchapa,12_64
113294,120650001,12,Guerrero,Gro.,65,Tlalixtaquilla de Maldonado,12_65
113313,120660001,12,Guerrero,Gro.,66,Tlapa de Comonfort,12_66
113463,120670001,12,Guerrero,Gro.,67,Tlapehuala,12_67
113504,120680001,12,Guerrero,Gro.,68,La Unión de Isidoro Montes de Oca,12_68
113706,120690001,12,Guerrero,Gro.,69,Xalpatláhuac,12_69
113735,120700001,12,Guerrero,Gro.,70,Xochihuehuetlán,12_70
113755,120710001,12,Guerrero,Gro.,71,Xochistlahuaca,12_71
113877,120720001,12,Guerrero,Gro.,72,Zapotitlán Tablas,12_72
113931,120730001,12,Guerrero,Gro.,73,Zirándaro,12_73
114364,120740001,12,Guerrero,Gro.,74,Zitlala,12_74
114400,120750001,12,Guerrero,Gro.,75,Eduardo Neri,12_75
114461,120760001,12,Guerrero,Gro.,76,Acatepec,12_76
114620,120770001,12,Guerrero,Gro.,77,Marquelia,12_77
114656,120780001,12,Guerrero,Gro.,78,Cochoapa el Grande,12_78
114822,120790001,12,Guerrero,Gro.,79,José Joaquín de Herrera,12_79
114893,120800001,12,Guerrero,Gro.,80,Juchitán,12_80
114930,120810001,12,Guerrero,Gro.,81,Iliatenco,12_81
114976,130010001,13,Hidalgo,Hgo.,1,Acatlán,13_1
115034,130020001,13,Hidalgo,Hgo.,2,Acaxochitlán,13_2
115097,130030001,13,Hidalgo,Hgo.,3,Actopan,13_3
115140,130040001,13,Hidalgo,Hgo.,4,Agua Blanca de Iturbide,13_4
115168,130050001,13,Hidalgo,Hgo.,5,Ajacuba,13_5
115188,130060001,13,Hidalgo,Hgo.,6,Alfajayucan,13_6
115261,130070001,13,Hidalgo,Hgo.,7,Almoloya,13_7
115372,130080001,13,Hidalgo,Hgo.,8,Apan,13_8
115476,130090001,13,Hidalgo,Hgo.,9,El Arenal,13_9
115502,130100001,13,Hidalgo,Hgo.,10,Atitalaquia,13_10
115527,130110001,13,Hidalgo,Hgo.,11,Atlapexco,13_11
115578,130120001,13,Hidalgo,Hgo.,12,Atotonilco el Grande,13_12
115646,130130001,13,Hidalgo,Hgo.,13,Atotonilco de Tula,13_13
115675,130140001,13,Hidalgo,Hgo.,14,Calnali,13_14
115767,130150001,13,Hidalgo,Hgo.,15,Cardonal,13_15
115851,130160001,13,Hidalgo,Hgo.,16,Cuautepec de Hinojosa,13_16
115956,130170001,13,Hidalgo,Hgo.,17,Chapantongo,13_17
116001,130180001,13,Hidalgo,Hgo.,18,Chapulhuacán,13_18
116112,130190001,13,Hidalgo,Hgo.,19,Chilcuautla,13_19
116146,130200001,13,Hidalgo,Hgo.,20,Eloxochitlán,13_20
116172,130210001,13,Hidalgo,Hgo.,21,Emiliano Zapata,13_21
116195,130220001,13,Hidalgo,Hgo.,22,Epazoyucan,13_22
116272,130230001,13,Hidalgo,Hgo.,23,Francisco I. Madero,13_23
116310,130240001,13,Hidalgo,Hgo.,24,Huasca de Ocampo,13_24
116383,130250001,13,Hidalgo,Hgo.,25,Huautla,13_25
116457,130260001,13,Hidalgo,Hgo.,26,Huazalingo,13_26
116499,130270001,13,Hidalgo,Hgo.,27,Huehuetla,13_27
116594,130280001,13,Hidalgo,Hgo.,28,Huejutla de Reyes,13_28
116812,130290001,13,Hidalgo,Hgo.,29,Huichapan,13_29
116920,130300001,13,Hidalgo,Hgo.,30,Ixmiquilpan,13_30
117039,130310001,13,Hidalgo,Hgo.,31,Jacala de Ledezma,13_31
117090,130320001,13,Hidalgo,Hgo.,32,Jaltocán,13_32
117114,130330001,13,Hidalgo,Hgo.,33,Juárez Hidalgo,13_33
117128,130340001,13,Hidalgo,Hgo.,34,Lolotla,13_34
117188,130350001,13,Hidalgo,Hgo.,35,Metepec,13_35
117230,130360001,13,Hidalgo,Hgo.,36,San Agustín Metzquititlán,13_36
117278,130370001,13,Hidalgo,Hgo.,37,Metztitlán,13_37
117401,130380001,13,Hidalgo,Hgo.,38,Mineral del Chico,13_38
117436,130390001,13,Hidalgo,Hgo.,39,Mineral del Monte,13_39
117461,130400001,13,Hidalgo,Hgo.,40,La Misión,13_40
117550,130410001,13,Hidalgo,Hgo.,41,Mixquiahuala de Juárez,13_41
117588,130420001,13,Hidalgo,Hgo.,42,Molango de Escamilla,13_42
117631,130430001,13,Hidalgo,Hgo.,43,Nicolás Flores,13_43
117676,130440001,13,Hidalgo,Hgo.,44,Nopala de Villagrán,13_44
117787,130450001,13,Hidalgo,Hgo.,45,Omitlán de Juárez,13_45
117820,130460001,13,Hidalgo,Hgo.,46,San Felipe Orizatlán,13_46
117966,130470001,13,Hidalgo,Hgo.,47,Pacula,13_47
118001,130480001,13,Hidalgo,Hgo.,48,Pachuca de Soto,13_48
118037,130490001,13,Hidalgo,Hgo.,49,Pisaflores,13_49
118118,130500001,13,Hidalgo,Hgo.,50,Progreso de Obregón,13_50
118141,130510001,13,Hidalgo,Hgo.,51,Mineral de la Reforma,13_51
118266,130520001,13,Hidalgo,Hgo.,52,San Agustín Tlaxiaca,13_52
118332,130530001,13,Hidalgo,Hgo.,53,San Bartolo Tutotepec,13_53
118465,130540001,13,Hidalgo,Hgo.,54,San Salvador,13_54
118514,130550001,13,Hidalgo,Hgo.,55,Santiago de Anaya,13_55
118545,130560001,13,Hidalgo,Hgo.,56,Santiago Tulantepec de Lugo Guerrero,13_56
118574,130570001,13,Hidalgo,Hgo.,57,Singuilucan,13_57
118705,130580001,13,Hidalgo,Hgo.,58,Tasquillo,13_58
118737,130590001,13,Hidalgo,Hgo.,59,Tecozautla,13_59
118816,130600001,13,Hidalgo,Hgo.,60,Tenango de Doria,13_60
118876,130610001,13,Hidalgo,Hgo.,61,Tepeapulco,13_61
118947,130620001,13,Hidalgo,Hgo.,62,Tepehuacán de Guerrero,13_62
119040,130630001,13,Hidalgo,Hgo.,63,Tepeji del Río de Ocampo,13_63
119117,130640001,13,Hidalgo,Hgo.,64,Tepetitlán,13_64
119139,130650001,13,Hidalgo,Hgo.,65,Tetepango,13_65
119148,130660001,13,Hidalgo,Hgo.,66,Villa de Tezontepec,13_66
119173,130670001,13,Hidalgo,Hgo.,67,Tezontepec de Aldama,13_67
119216,130680001,13,Hidalgo,Hgo.,68,Tianguistengo,13_68
119288,130690001,13,Hidalgo,Hgo.,69,Tizayuca,13_69
119336,130700001,13,Hidalgo,Hgo.,70,Tlahuelilpan,13_70
119354,130710001,13,Hidalgo,Hgo.,71,Tlahuiltepa,13_71
119487,130720001,13,Hidalgo,Hgo.,72,Tlanalapa,13_72
119516,130730001,13,Hidalgo,Hgo.,73,Tlanchinol,13_73
119612,130740001,13,Hidalgo,Hgo.,74,Tlaxcoapan,13_74
119623,130750001,13,Hidalgo,Hgo.,75,Tolcayuca,13_75
119665,130760001,13,Hidalgo,Hgo.,76,Tula de Allende,13_76
119743,130770001,13,Hidalgo,Hgo.,77,Tulancingo de Bravo,13_77
119825,130780001,13,Hidalgo,Hgo.,78,Xochiatipan,13_78
119867,130790001,13,Hidalgo,Hgo.,79,Xochicoatlán,13_79
119902,130800001,13,Hidalgo,Hgo.,80,Yahualica,13_80
119939,130810001,13,Hidalgo,Hgo.,81,Zacualtipán de Ángeles,13_81
119976,130820001,13,Hidalgo,Hgo.,82,Zapotlán de Juárez,13_82
120006,130830001,13,Hidalgo,Hgo.,83,Zempoala,13_83
120114,130840001,13,Hidalgo,Hgo.,84,Zimapán,13_84
120284,140010001,14,Jalisco,Jal.,1,Acatic,14_1
120402,140020001,14,Jalisco,Jal.,2,Acatlán de Juárez,14_2
120458,140030001,14,Jalisco,Jal.,3,Ahualulco de Mercado,14_3
120525,140040001,14,Jalisco,Jal.,4,Amacueca,14_4
120589,140050001,14,Jalisco,Jal.,5,Amatitán,14_5
120649,140060001,14,Jalisco,Jal.,6,Ameca,14_6
120821,140070001,14,Jalisco,Jal.,7,San Juanito de Escobedo,14_7
120861,140080001,14,Jalisco,Jal.,8,Arandas,14_8
121215,140090001,14,Jalisco,Jal.,9,El Arenal,14_9
121287,140100001,14,Jalisco,Jal.,10,Atemajac de Brizuela,14_10
121328,140110001,14,Jalisco,Jal.,11,Atengo,14_11
121394,140120001,14,Jalisco,Jal.,12,Atenguillo,14_12
121519,140130001,14,Jalisco,Jal.,13,Atotonilco el Alto,14_13
121720,140140001,14,Jalisco,Jal.,14,Atoyac,14_14
121780,140150001,14,Jalisco,Jal.,15,Autlán de Navarro,14_15
122079,140160001,14,Jalisco,Jal.,16,Ayotlán,14_16
122214,140170001,14,Jalisco,Jal.,17,Ayutla,14_17
122378,140180001,14,Jalisco,Jal.,18,La Barca,14_18
122589,140190001,14,Jalisco,Jal.,19,Bolaños,14_19
122863,140200001,14,Jalisco,Jal.,20,Cabo Corrientes,14_20
123093,140210001,14,Jalisco,Jal.,21,Casimiro Castillo,14_21
123242,140220001,14,Jalisco,Jal.,22,Cihuatlán,14_22
123350,140230001,14,Jalisco,Jal.,23,Zapotlán el Grande,14_23
123540,140240001,14,Jalisco,Jal.,24,Cocula,14_24
123602,140250001,14,Jalisco,Jal.,25,Colotlán,14_25
123740,140260001,14,Jalisco,Jal.,26,Concepción de Buenos Aires,14_26
123792,140270001,14,Jalisco,Jal.,27,Cuautitlán de García Barragán,14_27
123998,140280001,14,Jalisco,Jal.,28,Cuautla,14_28
124063,140290001,14,Jalisco,Jal.,29,Cuquío,14_29
124283,140300001,14,Jalisco,Jal.,30,Chapala,14_30
124357,140310001,14,Jalisco,Jal.,31,Chimaltitán,14_31
124523,140320001,14,Jalisco,Jal.,32,Chiquilistlán,14_32
124567,140330001,14,Jalisco,Jal.,33,Degollado,14_33
124690,140340001,14,Jalisco,Jal.,34,Ejutla,14_34
124746,140350001,14,Jalisco,Jal.,35,Encarnación de Díaz,14_35
125245,140360001,14,Jalisco,Jal.,36,Etzatlán,14_36
125341,140370001,14,Jalisco,Jal.,37,El Grullo,14_37
125486,140380001,14,Jalisco,Jal.,38,Guachinango,14_38
125693,140390001,14,Jalisco,Jal.,39,Guadalajara,14_39
125696,140400001,14,Jalisco,Jal.,40,Hostotipaquillo,14_40
125790,140410001,14,Jalisco,Jal.,41,Huejúcar,14_41
125887,140420001,14,Jalisco,Jal.,42,Huejuquilla el Alto,14_42
126000,140430001,14,Jalisco,Jal.,43,La Huerta,14_43
126282,140440001,14,Jalisco,Jal.,44,Ixtlahuacán de los Membrillos,14_44
126424,140450001,14,Jalisco,Jal.,45,Ixtlahuacán del Río,14_45
126699,140460001,14,Jalisco,Jal.,46,Jalostotitlán,14_46
126930,140470001,14,Jalisco,Jal.,47,Jamay,14_47
126981,140480001,14,Jalisco,Jal.,48,Jesús María,14_48
127188,140490001,14,Jalisco,Jal.,49,Jilotlán de los Dolores,14_49
127488,140500001,14,Jalisco,Jal.,50,Jocotepec,14_50
127570,140510001,14,Jalisco,Jal.,51,Juanacatlán,14_51
127614,140520001,14,Jalisco,Jal.,52,Juchitlán,14_52
127673,140530001,14,Jalisco,Jal.,53,Lagos de Moreno,14_53
128246,140540001,14,Jalisco,Jal.,54,El Limón,14_54
128293,140550001,14,Jalisco,Jal.,55,Magdalena,14_55
128352,140560001,14,Jalisco,Jal.,56,Santa María del Oro,14_56
128518,140570001,14,Jalisco,Jal.,57,La Manzanilla de la Paz,14_57
128549,140580001,14,Jalisco,Jal.,58,Mascota,14_58
128816,140590001,14,Jalisco,Jal.,59,Mazamitla,14_59
128897,140600001,14,Jalisco,Jal.,60,Mexticacán,14_60
129028,140610001,14,Jalisco,Jal.,61,Mezquitic,14_61
129896,140620001,14,Jalisco,Jal.,62,Mixtlán,14_62
129984,140630001,14,Jalisco,Jal.,63,Ocotlán,14_63
130073,140640001,14,Jalisco,Jal.,64,Ojuelos de Jalisco,14_64
130188,140650001,14,Jalisco,Jal.,65,Pihuamo,14_65
130452,140660001,14,Jalisco,Jal.,66,Poncitlán,14_66
130582,140670001,14,Jalisco,Jal.,67,Puerto Vallarta,14_67
130752,140680001,14,Jalisco,Jal.,68,Villa Purificación,14_68
131087,140690001,14,Jalisco,Jal.,69,Quitupan,14_69
131253,140700001,14,Jalisco,Jal.,70,El Salto,14_70
131312,140710001,14,Jalisco,Jal.,71,San Cristóbal de la Barranca,14_71
131499,140720001,14,Jalisco,Jal.,72,San Diego de Alejandría,14_72
131618,140730001,14,Jalisco,Jal.,73,San Juan de los Lagos,14_73
131913,140740001,14,Jalisco,Jal.,74,San Julián,14_74
131992,140750001,14,Jalisco,Jal.,75,San Marcos,14_75
132075,140760001,14,Jalisco,Jal.,76,San Martín de Bolaños,14_76
132268,140770001,14,Jalisco,Jal.,77,San Martín Hidalgo,14_77
132343,140780001,14,Jalisco,Jal.,78,San Miguel el Alto,14_78
132583,140790001,14,Jalisco,Jal.,79,Gómez Farías,14_79
132635,140800001,14,Jalisco,Jal.,80,San Sebastián del Oeste,14_80
132799,140810001,14,Jalisco,Jal.,81,Santa María de los Ángeles,14_81
132845,140820001,14,Jalisco,Jal.,82,Sayula,14_82
132957,140830001,14,Jalisco,Jal.,83,Tala,14_83
133152,140840001,14,Jalisco,Jal.,84,Talpa de Allende,14_84
133438,140850001,14,Jalisco,Jal.,85,Tamazula de Gordiano,14_85
133773,140860001,14,Jalisco,Jal.,86,Tapalpa,14_86
133960,140870001,14,Jalisco,Jal.,87,Tecalitlán,14_87
134300,140880001,14,Jalisco,Jal.,88,Tecolotlán,14_88
134430,140890001,14,Jalisco,Jal.,89,Techaluta de Montenegro,14_89
134460,140900001,14,Jalisco,Jal.,90,Tenamaxtlán,14_90
134532,140910001,14,Jalisco,Jal.,91,Teocaltiche,14_91
134819,140920001,14,Jalisco,Jal.,92,Teocuitatlán de Corona,14_92
134863,140930001,14,Jalisco,Jal.,93,Tepatitlán de Morelos,14_93
135310,140940001,14,Jalisco,Jal.,94,Tequila,14_94
135690,140950001,14,Jalisco,Jal.,95,Teuchitlán,14_95
135744,140960001,14,Jalisco,Jal.,96,Tizapán el Alto,14_96
135785,140970001,14,Jalisco,Jal.,97,Tlajomulco de Zúñiga,14_97
136124,140980001,14,Jalisco,Jal.,98,San Pedro Tlaquepaque,14_98
136158,140990001,14,Jalisco,Jal.,99,Tolimán,14_99
136236,141000001,14,Jalisco,Jal.,100,Tomatlán,14_100
136599,141010001,14,Jalisco,Jal.,101,Tonalá,14_101
136676,141020001,14,Jalisco,Jal.,102,Tonaya,14_102
136730,141030001,14,Jalisco,Jal.,103,Tonila,14_103
136786,141040001,14,Jalisco,Jal.,104,Totatiche,14_104
136915,141050001,14,Jalisco,Jal.,105,Tototlán,14_105
137091,141060001,14,Jalisco,Jal.,106,Tuxcacuesco,14_106
137131,141070001,14,Jalisco,Jal.,107,Tuxcueca,14_107
137175,141080001,14,Jalisco,Jal.,108,Tuxpan,14_108
137368,141090001,14,Jalisco,Jal.,109,Unión de San Antonio,14_109
137587,141100001,14,Jalisco,Jal.,110,Unión de Tula,14_110
137710,141110001,14,Jalisco,Jal.,111,Valle de Guadalupe,14_111
137826,141120001,14,Jalisco,Jal.,112,Valle de Juárez,14_112
137886,141130001,14,Jalisco,Jal.,113,San Gabriel,14_113
138044,141140001,14,Jalisco,Jal.,114,Villa Corona,14_114
138091,141150001,14,Jalisco,Jal.,115,Villa Guerrero,14_115
138269,141160001,14,Jalisco,Jal.,116,Villa Hidalgo,14_116
138363,141170001,14,Jalisco,Jal.,117,Cañadas de Obregón,14_117
138474,141180001,14,Jalisco,Jal.,118,Yahualica de González Gallo,14_118
138738,141190001,14,Jalisco,Jal.,119,Zacoalco de Torres,14_119
138791,141200001,14,Jalisco,Jal.,120,Zapopan,14_120
139140,141210001,14,Jalisco,Jal.,121,Zapotiltic,14_121
139208,141220001,14,Jalisco,Jal.,122,Zapotitlán de Vadillo,14_122
139255,141230001,14,Jalisco,Jal.,123,Zapotlán del Rey,14_123
139378,141240001,14,Jalisco,Jal.,124,Zapotlanejo,14_124
139626,141250001,14,Jalisco,Jal.,125,San Ignacio Cerro Gordo,14_125
139715,150010001,15,México,Mex.,1,Acambay de Ruíz Castañeda,15_1
139816,150020001,15,México,Mex.,2,Acolman,15_2
139847,150030001,15,México,Mex.,3,Aculco,15_3
139917,150040001,15,México,Mex.,4,Almoloya de Alquisiras,15_4
139955,150050001,15,México,Mex.,5,Almoloya de Juárez,15_5
140066,150060001,15,México,Mex.,6,Almoloya del Río,15_6
140070,150070001,15,México,Mex.,7,Amanalco,15_7
140101,150080001,15,México,Mex.,8,Amatepec,15_8
140295,150090001,15,México,Mex.,9,Amecameca,15_9
140348,150100001,15,México,Mex.,10,Apaxco,15_10
140367,150110001,15,México,Mex.,11,Atenco,15_11
140382,150120001,15,México,Mex.,12,Atizapán,15_12
140388,150130001,15,México,Mex.,13,Atizapán de Zaragoza,15_13
140395,150140001,15,México,Mex.,14,Atlacomulco,15_14
140464,150150001,15,México,Mex.,15,Atlautla,15_15
140502,150160001,15,México,Mex.,16,Axapusco,15_16
140551,150170001,15,México,Mex.,17,Ayapango,15_17
140582,150180001,15,México,Mex.,18,Calimaya,15_18
140617,150190001,15,México,Mex.,19,Capulhuac,15_19
140634,150200001,15,México,Mex.,20,Coacalco de Berriozábal,15_20
140638,150210001,15,México,Mex.,21,Coatepec Harinas,15_21
140699,150220001,15,México,Mex.,22,Cocotitlán,15_22
140710,150230001,15,México,Mex.,23,Coyotepec,15_23
140716,150240001,15,México,Mex.,24,Cuautitlán,15_24
140746,150250001,15,México,Mex.,25,Chalco,15_25
140818,150260001,15,México,Mex.,26,Chapa de Mota,15_26
140856,150270001,15,México,Mex.,27,Chapultepec,15_27
140867,150280001,15,México,Mex.,28,Chiautla,15_28
140877,150290001,15,México,Mex.,29,Chicoloapan,15_29
140894,150300001,15,México,Mex.,30,Chiconcuac,15_30
140896,150310001,15,México,Mex.,31,Chimalhuacán,15_31
140902,150320001,15,México,Mex.,32,Donato Guerra,15_32
140934,150330001,15,México,Mex.,33,Ecatepec de Morelos,15_33
140939,150340001,15,México,Mex.,34,Ecatzingo,15_34
140949,150350001,15,México,Mex.,35,Huehuetoca,15_35
140976,150360001,15,México,Mex.,36,Hueypoxtla,15_36
140987,150370001,15,México,Mex.,37,Huixquilucan,15_37
141046,150380001,15,México,Mex.,38,Isidro Fabela,15_38
141064,150390001,15,México,Mex.,39,Ixtapaluca,15_39
141121,150400001,15,México,Mex.,40,Ixtapan de la Sal,15_40
141155,150410001,15,México,Mex.,41,Ixtapan del Oro,15_41
141175,150420001,15,México,Mex.,42,Ixtlahuaca,15_42
141237,150430001,15,México,Mex.,43,Xalatlaco,15_43
141257,150440001,15,México,Mex.,44,Jaltenco,15_44
141259,150450001,15,México,Mex.,45,Jilotepec,15_45
141325,150460001,15,México,Mex.,46,Jilotzingo,15_46
141346,150470001,15,México,Mex.,47,Jiquipilco,15_47
141427,150480001,15,México,Mex.,48,Jocotitlán,15_48
141490,150490001,15,México,Mex.,49,Joquicingo,15_49
141503,150500001,15,México,Mex.,50,Juchitepec,15_50
141532,150510001,15,México,Mex.,51,Lerma,15_51
141601,150520001,15,México,Mex.,52,Malinalco,15_52
141643,150530001,15,México,Mex.,53,Melchor Ocampo,15_53
141654,150540001,15,México,Mex.,54,Metepec,15_54
141677,150550001,15,México,Mex.,55,Mexicaltzingo,15_55
141681,150560001,15,México,Mex.,56,Morelos,15_56
141728,150570001,15,México,Mex.,57,Naucalpan de Juárez,15_57
141786,150580001,15,México,Mex.,58,Nezahualcóyotl,15_58
141792,150590001,15,México,Mex.,59,Nextlalpan,15_59
141820,150600001,15,México,Mex.,60,Nicolás Romero,15_60
141865,150610001,15,México,Mex.,61,Nopaltepec,15_61
141878,150620001,15,México,Mex.,62,Ocoyoacac,15_62
141919,150630001,15,México,Mex.,63,Ocuilan,15_63
141969,150640001,15,México,Mex.,64,El Oro,15_64
142014,150650001,15,México,Mex.,65,Otumba,15_65
142062,150660001,15,México,Mex.,66,Otzoloapan,15_66
142098,150670001,15,México,Mex.,67,Otzolotepec,15_67
142136,150680001,15,México,Mex.,68,Ozumba,15_68
142155,150690001,15,México,Mex.,69,Papalotla,15_69
142158,150700001,15,México,Mex.,70,La Paz,15_70
142177,150710001,15,México,Mex.,71,Polotitlán,15_71
142206,150720001,15,México,Mex.,72,Rayón,15_72
142215,150730001,15,México,Mex.,73,San Antonio la Isla,15_73
142222,150740001,15,México,Mex.,74,San Felipe del Progreso,15_74
142326,150750001,15,México,Mex.,75,San Martín de las Pirámides,15_75
142347,150760001,15,México,Mex.,76,San Mateo Atenco,15_76
142350,150770001,15,México,Mex.,77,San Simón de Guerrero,15_77
142379,150780001,15,México,Mex.,78,Santo Tomás,15_78
142415,150790001,15,México,Mex.,79,Soyaniquilpan de Juárez,15_79
142431,150800001,15,México,Mex.,80,Sultepec,15_80
142511,150810001,15,México,Mex.,81,Tecámac,15_81
142566,150820001,15,México,Mex.,82,Tejupilco,15_82
142750,150830001,15,México,Mex.,83,Temamatla,15_83
142777,150840001,15,México,Mex.,84,Temascalapa,15_84
142806,150850001,15,México,Mex.,85,Temascalcingo,15_85
142872,150860001,15,México,Mex.,86,Temascaltepec,15_86
142938,150870001,15,México,Mex.,87,Temoaya,15_87
143002,150880001,15,México,Mex.,88,Tenancingo,15_88
143063,150890001,15,México,Mex.,89,Tenango del Aire,15_89
143088,150900001,15,México,Mex.,90,Tenango del Valle,15_90
143139,150910001,15,México,Mex.,91,Teoloyucan,15_91
143145,150920001,15,México,Mex.,92,Teotihuacán,15_92
143185,150930001,15,México,Mex.,93,Tepetlaoxtoc,15_93
143225,150940001,15,México,Mex.,94,Tepetlixpa,15_94
143250,150950001,15,México,Mex.,95,Tepotzotlán,15_95
143293,150960001,15,México,Mex.,96,Tequixquiac,15_96
143307,150970001,15,México,Mex.,97,Texcaltitlán,15_97
143342,150980001,15,México,Mex.,98,Texcalyacac,15_98
143347,150990001,15,México,Mex.,99,Texcoco,15_99
143449,151000001,15,México,Mex.,100,Tezoyuca,15_100
143463,151010001,15,México,Mex.,101,Tianguistenco,15_101
143501,151020001,15,México,Mex.,102,Timilpan,15_102
143528,151030001,15,México,Mex.,103,Tlalmanalco,15_103
143577,151040001,15,México,Mex.,104,Tlalnepantla de Baz,15_104
143582,151050001,15,México,Mex.,105,Tlatlaya,15_105
143762,151060001,15,México,Mex.,106,Toluca,15_106
143878,151070001,15,México,Mex.,107,Tonatico,15_107
143897,151080001,15,México,Mex.,108,Tultepec,15_108
143914,151090001,15,México,Mex.,109,Tultitlán,15_109
143926,151100001,15,México,Mex.,110,Valle de Bravo,15_110
144001,151110001,15,México,Mex.,111,Villa de Allende,15_111
144076,151120001,15,México,Mex.,112,Villa del Carbón,15_112
144136,151130001,15,México,Mex.,113,Villa Guerrero,15_113
144179,151140001,15,México,Mex.,114,Villa Victoria,15_114
144287,151150001,15,México,Mex.,115,Xonacatlán,15_115
144308,151160001,15,México,Mex.,116,Zacazonapan,15_116
144319,151170001,15,México,Mex.,117,Zacualpan,15_117
144393,151180001,15,México,Mex.,118,Zinacantepec,15_118
144449,151190001,15,México,Mex.,119,Zumpahuacán,15_119
144480,151200001,15,México,Mex.,120,Zumpango,15_120
144561,151210001,15,México,Mex.,121,Cuautitlán Izcalli,15_121
144573,151220001,15,México,Mex.,122,Valle de Chalco Solidaridad,15_122
144581,151230001,15,México,Mex.,123,Luvianos,15_123
144803,151240001,15,México,Mex.,124,San José del Rincón,15_124
144948,151250001,15,México,Mex.,125,Tonanitla,15_125
144955,160010001,16,Michoacán de Ocampo,Mich.,1,Acuitzio,16_1
144999,160020001,16,Michoacán de Ocampo,Mich.,2,Aguililla,16_2
145274,160030001,16,Michoacán de Ocampo,Mich.,3,Álvaro Obregón,16_3
145336,160040001,16,Michoacán de Ocampo,Mich.,4,Angamacutiro,16_4
145368,160050001,16,Michoacán de Ocampo,Mich.,5,Angangueo,16_5
145391,160060001,16,Michoacán de Ocampo,Mich.,6,Apatzingán,16_6
145678,160070001,16,Michoacán de Ocampo,Mich.,7,Aporo,16_7
145691,160080001,16,Michoacán de Ocampo,Mich.,8,Aquila,16_8
146248,160090001,16,Michoacán de Ocampo,Mich.,9,Ario,16_9
146381,160100001,16,Michoacán de Ocampo,Mich.,10,Arteaga,16_10
146867,160110001,16,Michoacán de Ocampo,Mich.,11,Briseñas,16_11
146878,160120001,16,Michoacán de Ocampo,Mich.,12,Buenavista,16_12
147014,160130001,16,Michoacán de Ocampo,Mich.,13,Carácuaro,16_13
147240,160140001,16,Michoacán de Ocampo,Mich.,14,Coahuayana,16_14
147352,160150001,16,Michoacán de Ocampo,Mich.,15,Coalcomán de Vázquez Pallares,16_15
147976,160160001,16,Michoacán de Ocampo,Mich.,16,Coeneo,16_16
148019,160170001,16,Michoacán de Ocampo,Mich.,17,Contepec,16_17
148099,160180001,16,Michoacán de Ocampo,Mich.,18,Copándaro,16_18
148117,160190001,16,Michoacán de Ocampo,Mich.,19,Cotija,16_19
148211,160200001,16,Michoacán de Ocampo,Mich.,20,Cuitzeo,16_20
148241,160210001,16,Michoacán de Ocampo,Mich.,21,Charapan,16_21
148251,160220001,16,Michoacán de Ocampo,Mich.,22,Charo,16_22
148343,160230001,16,Michoacán de Ocampo,Mich.,23,Chavinda,16_23
